node,source,function,total_flops,total_int_ops,total_mem_bytes,arithmetic_intensity
multi_object_tracker,association,_ZN5boost8geometry5index6detail5rtree21redistribute_elementsINS1_5rtreeISt4pairINS0_5model5pointIdLm,44,17,544,0.08088235294117647
multi_object_tracker,processor,_ZN5boost8geometry5index6detail5rtree21redistribute_elementsINS1_5rtreeISt4pairINS0_5model5pointIdLm,44,17,544,0.08088235294117647
multi_object_tracker,uncertainty_processor,_ZN5Eigen8internal29general_matrix_vector_productIldNS0_22const_blas_data_mapperIdlLi0EEELi0ELb0EdNS,44,25,268,0.16417910447761194
multi_object_tracker,unknown_tracker,_ZN5Eigen8internal29general_matrix_vector_productIldNS0_22const_blas_data_mapperIdlLi0EEELi0ELb0EdNS,44,25,268,0.16417910447761194
ndt_scan_matcher,ndt_scan_matcher_core,_ZN3tf211doTransformIN13geometry_msgs3msg26PoseWithCovarianceStamped_ISaIvEEEEEvRKT_RS6_RKNS2_17Tran,44,0,476,0.09243697478991597
shape_estimation,tensorrt_shape_estimator,_ZN8autoware16shape_estimation17TrtShapeEstimator23feed_forward_and_decodeERKN21tier4_perception_msg,44,20,655,0.06717557251908397
map_based_prediction,predictor_vru,_ZNK5boost8geometry6detail9get_turns29unique_sub_range_from_sectionILb0ENS0_7sectionINS0_5model3boxI,43,5,273,0.1575091575091575
map_based_prediction,predictor_vru,_ZNK5boost8geometry6detail9get_turns29unique_sub_range_from_sectionILb0ENS0_7sectionINS0_5model3boxI,43,5,273,0.1575091575091575
velocity_smoother,jerk_filtered_smoother,_ZN8autoware17velocity_smoother20JerkFilteredSmoother5applyEddRKSt6vectorIN22autoware_planning_msgs3,43,151,2750,0.015636363636363636
autonomous_emergency_braking,node,_ZSt25__unguarded_linear_insertIN9__gnu_cxx17__normal_iteratorIPN23autoware_utils_geometry7Point2dES,42,2,96,0.4375
autonomous_emergency_braking,node,_ZN5boost8geometry6detail7overlay5equalINS2_9turn_infoIN23autoware_utils_geometry7Point2dENS0_13segm,42,14,288,0.14583333333333334
map_based_prediction,map_based_prediction_node,_ZN8autoware20map_based_prediction22MapBasedPredictionNode22updateRoadUsersHistoryERKN8std_msgs3msg7,42,20,903,0.046511627906976744
map_based_prediction,map_based_prediction_node,_ZN8autoware20map_based_prediction22MapBasedPredictionNode38predictObjectManeuverByLatDiffDistanceER,42,57,1448,0.029005524861878452
multi_object_tracker,shapes,_ZN5boost8geometry6detail7overlay5equalINS2_19traversal_turn_infoIN23autoware_utils_geometry7Point2d,42,14,288,0.14583333333333334
multi_object_tracker,shapes,_ZN5boost8geometry6detail7overlay5equalINS2_9turn_infoIN23autoware_utils_geometry7Point2dENS0_13segm,42,14,288,0.14583333333333334
multi_object_tracker,shapes,_ZSt25__unguarded_linear_insertIN9__gnu_cxx17__normal_iteratorIPN23autoware_utils_geometry7Point2dES,42,2,96,0.4375
shape_estimation,bounding_box,_ZN8autoware16shape_estimation5model21BoundingBoxShapeModel9fitLShapeERKN3pcl10PointCloudINS3_8Point,42,12,258,0.16279069767441862
autonomous_emergency_braking,node,_ZZN8autoware6motion7control28autonomous_emergency_braking19CollisionDataKeeper26calcObjectSpeedFrom,41,2,122,0.3360655737704918
map_based_prediction,predictor_vru,_ZN5boost8geometry8strategy6within17cartesian_windingIvvvE5applyINS0_5model2d28point_xyIdNS0_2cs9car,41,12,95,0.43157894736842106
map_based_prediction,predictor_vru,_ZN5boost8geometry8strategy6within17cartesian_windingIvvvE5applyIN5Eigen6MatrixIdLi2ELi1ELi2ELi2ELi1,41,12,95,0.43157894736842106
map_based_prediction,utils,_ZN5boost8geometry8strategy6within17cartesian_windingIvvvE5applyIN5Eigen6MatrixIdLi2ELi1ELi2ELi2ELi1,41,12,95,0.43157894736842106
multi_object_tracker,shapes,_ZN5boost8geometry8strategy6within17cartesian_windingIN23autoware_utils_geometry7Point2dES5_vE5apply,41,12,95,0.43157894736842106
multi_object_tracker,ctrv_motion_model,_ZN5Eigen8internal21dense_assignment_loopINS0_31generic_dense_assignment_kernelINS0_9evaluatorINS_6M,40,5,824,0.04854368932038835
multi_object_tracker,cv_motion_model,_ZN8autoware20multi_object_tracker20KalmanFilterTemplateILi4ELi2ELi0EdE6updateILi4EEEbRKN5Eigen6Matr,40,0,440,0.09090909090909091
ndt_scan_matcher,ndt_scan_matcher_core,_ZN5Eigen8internal55copy_using_evaluator_DefaultTraversal_CompleteUnrollingINS0_31generic_dense_assi,40,0,536,0.07462686567164178
shape_estimation,utils,_ZN5Eigen8internal55copy_using_evaluator_DefaultTraversal_CompleteUnrollingINS0_31generic_dense_assi,40,0,536,0.07462686567164178
autonomous_emergency_braking,node,_ZN5boost8geometry6detail7overlay14touch_interiorINS2_9turn_infoIN23autoware_utils_geometry7Point2dE,39,25,307,0.1270358306188925
autonomous_emergency_braking,node,_ZN5boost8geometry6detail7overlay14touch_interiorINS2_9turn_infoIN23autoware_utils_geometry7Point2dE,39,25,307,0.1270358306188925
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail15closest_feature20point_to_point_rangeIN5Eigen6MatrixIdLi2ELi1ELi2ELi2ELi1,39,0,96,0.40625
map_based_prediction,utils,_ZN5boost8geometry6detail15closest_feature20point_to_point_rangeIN5Eigen6MatrixIdLi2ELi1ELi2ELi2ELi1,39,0,96,0.40625
multi_object_tracker,cv_motion_model,_ZNK8autoware20multi_object_tracker13CVMotionModel17getPredictedStateERKN6rclcpp4TimeERN13geometry_m,39,0,208,0.1875
multi_object_tracker,shapes,_ZN5boost8geometry6detail7overlay14touch_interiorINS2_19traversal_turn_infoIN23autoware_utils_geomet,39,25,307,0.1270358306188925
multi_object_tracker,shapes,_ZN5boost8geometry6detail7overlay14touch_interiorINS2_19traversal_turn_infoIN23autoware_utils_geomet,39,25,307,0.1270358306188925
multi_object_tracker,shapes,_ZN5boost8geometry6detail7overlay14touch_interiorINS2_9turn_infoIN23autoware_utils_geometry7Point2dE,39,25,307,0.1270358306188925
multi_object_tracker,shapes,_ZN5boost8geometry6detail7overlay14touch_interiorINS2_9turn_infoIN23autoware_utils_geometry7Point2dE,39,25,307,0.1270358306188925
map_based_prediction,map_based_prediction_node,_ZN8autoware20map_based_prediction22MapBasedPredictionNode25getPredictedReferencePathERKN24autoware_,38,44,2105,0.018052256532066508
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail9partition20partition_two_rangesILi0ENS0_5model3boxINS4_2d28point_xyIdNS0_2,38,35,1728,0.02199074074074074
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail9partition20partition_two_rangesILi1ENS0_5model3boxINS4_2d28point_xyIdNS0_2,38,35,1728,0.02199074074074074
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail9partition20partition_two_rangesILi0ENS0_5model3boxIN5Eigen6MatrixIdLi2ELi1,38,35,1744,0.021788990825688075
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail9partition20partition_two_rangesILi1ENS0_5model3boxIN5Eigen6MatrixIdLi2ELi1,38,35,1744,0.021788990825688075
map_based_prediction,utils,_ZN8autoware20map_based_prediction5utils24calculateLocalLikelihoodERKN7lanelet7LaneletERKN24autoware,38,10,237,0.16033755274261605
multi_object_tracker,vehicle_tracker,_ZN8autoware20multi_object_tracker14VehicleTracker7measureERKNS0_5types13DynamicObjectERKN6rclcpp4Ti,38,3,129,0.29457364341085274
velocity_smoother,trajectory_utils,_ZN8autoware17velocity_smoother16trajectory_utils29updateStateWithJerkConstraintEddRKSt3mapIddSt4les,38,20,899,0.042269187986651836
autonomous_emergency_braking,node,_ZSt21__unguarded_partitionIN9__gnu_cxx17__normal_iteratorIPN23autoware_utils_geometry7Point2dESt6ve,37,6,64,0.578125
autonomous_emergency_braking,node,_ZSt21__unguarded_partitionIN9__gnu_cxx17__normal_iteratorIPN23autoware_utils_geometry7Point2dESt6ve,37,51,784,0.047193877551020405
multi_object_tracker,shapes,_ZSt21__unguarded_partitionIN9__gnu_cxx17__normal_iteratorIPN23autoware_utils_geometry7Point2dESt6ve,37,6,64,0.578125
multi_object_tracker,shapes,_ZSt21__unguarded_partitionIN9__gnu_cxx17__normal_iteratorIPN23autoware_utils_geometry7Point2dESt6ve,37,51,784,0.047193877551020405
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay5touchINS2_9turn_infoINS0_5model2d28point_xyIdNS0_2cs9cartesianEEEN,36,14,594,0.06060606060606061
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay5touchINS2_9turn_infoIN5Eigen6MatrixIdLi2ELi1ELi0ELi2ELi1EEENS0_13s,36,18,689,0.05224963715529753
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay26get_turn_info_for_endpointILb1ELb1EE15handle_internalILm0ENS1_9ge,36,17,409,0.08801955990220049
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay26get_turn_info_for_endpointILb1ELb1EE15handle_internalILm1ENS1_9ge,36,17,409,0.08801955990220049
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay26get_turn_info_for_endpointILb0ELb1EE15handle_internalILm0ENS1_9ge,36,17,409,0.08801955990220049
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay26get_turn_info_for_endpointILb0ELb1EE15handle_internalILm1ENS1_9ge,36,17,409,0.08801955990220049
multi_object_tracker,bicycle_motion_model,_ZN5Eigen8internal21dense_assignment_loopINS0_31generic_dense_assignment_kernelINS0_9evaluatorINS_6M,36,0,904,0.03982300884955752
multi_object_tracker,uncertainty_processor,_ZN8autoware20multi_object_tracker11uncertainty23modelUncertaintyByClassERKNS0_5types13DynamicObject,36,0,142,0.2535211267605634
multi_object_tracker,vehicle_tracker,_ZN8autoware20multi_object_tracker14VehicleTracker15measureWithPoseERKNS0_5types13DynamicObjectERKNS,36,2,129,0.27906976744186046
multi_object_tracker,vehicle_tracker,_ZNK8autoware20multi_object_tracker14VehicleTracker16findAlignedEdgesERKNS1_13EdgePositionsERKNS0_5t,36,4,48,0.75
ekf_localizer,ekf_module,_ZN8autoware13ekf_localizer9EKFModule23measurement_update_poseERKN13geometry_msgs3msg26PoseWithCovar,35,41,1458,0.02400548696844993
multi_object_tracker,pedestrian_tracker,_ZN8autoware20multi_object_tracker17PedestrianTrackerC2ERKN6rclcpp4TimeERKNS0_5types13DynamicObjectE,35,2,469,0.07462686567164178
multi_object_tracker,shapes,_ZN5boost8geometry6detail23point_is_spike_or_equalIN23autoware_utils_geometry7Point2dES4_S4_NS0_8str,35,10,112,0.3125
multi_object_tracker,unknown_tracker,_ZN8autoware20multi_object_tracker14UnknownTrackerC2ERKN6rclcpp4TimeERKNS0_5types13DynamicObjectEbb,35,4,612,0.05718954248366013
multi_object_tracker,vehicle_tracker,_ZN8autoware20multi_object_tracker14VehicleTrackerC2ERKNS0_12object_model11ObjectModelERKN6rclcpp4Ti,35,2,407,0.085995085995086
ndt_scan_matcher,ndt_scan_matcher_core,_ZN8autoware16ndt_scan_matcher17rotate_covarianceERKSt5arrayIdLm36EERKN5Eigen6MatrixIdLi3ELi3ELi0ELi,35,0,344,0.10174418604651163
velocity_smoother,jerk_filtered_smoother,_ZNK8autoware17velocity_smoother20JerkFilteredSmoother17forwardJerkFilterEdddddRKSt6vectorIN22autowa,35,12,241,0.14522821576763487
multi_object_tracker,shapes,_ZN8autoware20multi_object_tracker6shapes24get2dPrecisionRecallGIoUERKNS0_5types13DynamicObjectES5_R,34,10,408,0.08333333333333333
velocity_smoother,resample,_ZN8autoware17velocity_smoother10resampling18resampleTrajectoryERKSt6vectorIN22autoware_planning_msg,34,34,761,0.04467805519053877
ekf_localizer,ekf_module,_ZN8autoware13ekf_localizer9EKFModule24update_simple_1d_filtersERKN13geometry_msgs3msg26PoseWithCova,33,0,230,0.14347826086956522
map_based_prediction,predictor_vru,_ZN5boost8geometry8distanceIN7lanelet14BasicPolygon2dEN5Eigen6MatrixIdLi2ELi1ELi2ELi2ELi1EEENS0_16de,33,1,128,0.2578125
map_based_prediction,predictor_vru,_ZN5boost8geometry8distanceIN5Eigen6MatrixIdLi2ELi1ELi2ELi2ELi1EEEN7lanelet14BasicPolygon2dENS0_16de,33,1,128,0.2578125
map_based_prediction,utils,_ZN8autoware20map_based_prediction5utils34lateral_distance_to_lanelet_boundsERKN7lanelet12ConstLanel,33,19,716,0.046089385474860335
map_based_prediction,utils,_ZN5boost8geometry8distanceIN5Eigen6MatrixIdLi2ELi1ELi2ELi2ELi1EEEN7lanelet14BasicPolygon2dENS0_16de,33,1,128,0.2578125
map_based_prediction,utils,_ZN5boost8geometry8distanceIN7lanelet14BasicPolygon2dEN5Eigen6MatrixIdLi2ELi1ELi2ELi2ELi1EEENS0_16de,33,1,128,0.2578125
multi_object_tracker,bicycle_motion_model,_ZN5Eigen8internal52copy_using_evaluator_DefaultTraversal_InnerUnrollingINS0_31generic_dense_assignm,33,1,360,0.09166666666666666
multi_object_tracker,bicycle_motion_model,_ZN5Eigen8internal10AssignmentINS_6MatrixIdLi6ELi6ELi0ELi6ELi6EEENS_7ProductINS4_INS2_IdLi6ELi4ELi0E,33,2,156,0.21153846153846154
multi_object_tracker,bicycle_motion_model,_ZN5Eigen8internal10AssignmentINS_6MatrixIdLi6ELi6ELi0ELi6ELi6EEENS_7ProductINS4_INS2_IdLi6ELi4ELi0E,33,6,220,0.15
multi_object_tracker,bicycle_motion_model,_ZN5Eigen8internal17product_evaluatorINS_7ProductINS2_INS_6MatrixIdLi6ELi6ELi0ELi6ELi6EEENS_9Transpo,33,2,156,0.21153846153846154
multi_object_tracker,bicycle_motion_model,_ZN5Eigen8internal17product_evaluatorINS_7ProductINS2_INS_6MatrixIdLi6ELi6ELi0ELi6ELi6EEENS_9Transpo,33,6,220,0.15
multi_object_tracker,bicycle_motion_model,_ZN5Eigen8internal10AssignmentINS_6MatrixIdLi6ELi6ELi0ELi6ELi6EEENS_7ProductINS4_IS3_S3_Li0EEES3_Li1,33,2,156,0.21153846153846154
multi_object_tracker,bicycle_motion_model,_ZN5Eigen8internal10AssignmentINS_6MatrixIdLi6ELi6ELi0ELi6ELi6EEENS_7ProductINS4_IS3_S3_Li0EEES3_Li1,33,6,220,0.15
multi_object_tracker,ctrv_motion_model,_ZN5Eigen8internal10AssignmentINS_6MatrixIdLi3ELi3ELi0ELi3ELi3EEENS_7InverseIS3_EENS0_9assign_opIddE,33,0,128,0.2578125
multi_object_tracker,shapes,_ZN5boost8geometry6detail7overlay14assign_visitorINS0_5model7polygonIN23autoware_utils_geometry7Poin,33,0,522,0.06321839080459771
ndt_scan_matcher,multi_voxel_grid_covariance_omp,_ZN5Eigen8internal10AssignmentINS_6MatrixIdLi3ELi3ELi0ELi3ELi3EEENS_7InverseIS3_EENS0_9assign_opIddE,33,0,128,0.2578125
ekf_localizer,mahalanobis,_ZN5Eigen8internal29general_matrix_vector_productIldNS0_22const_blas_data_mapperIdlLi0EEELi0ELb0EdNS,32,5,80,0.4
ekf_localizer,mahalanobis,_ZN5Eigen8internal29general_matrix_vector_productIldNS0_22const_blas_data_mapperIdlLi0EEELi0ELb0EdNS,32,14,224,0.14285714285714285
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay20linear_intersectionsC2INS0_5model2d28point_xyIdNS0_2cs9cartesianE,32,6,133,0.24060150375939848
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay20linear_intersectionsC2IN5Eigen6MatrixIdLi2ELi1ELi0ELi2ELi1EEES7_N,32,6,133,0.24060150375939848
multi_object_tracker,shapes,_ZN8autoware20multi_object_tracker6shapes19get2dGeneralizedIoUERKNS0_5types13DynamicObjectES5_,32,11,384,0.08333333333333333
multi_object_tracker,uncertainty_processor,_ZN5Eigen8internal29general_matrix_vector_productIldNS0_22const_blas_data_mapperIdlLi0EEELi0ELb0EdNS,32,5,80,0.4
multi_object_tracker,uncertainty_processor,_ZN5Eigen8internal29general_matrix_vector_productIldNS0_22const_blas_data_mapperIdlLi0EEELi0ELb0EdNS,32,14,224,0.14285714285714285
multi_object_tracker,unknown_tracker,_ZN5Eigen8internal29general_matrix_vector_productIldNS0_22const_blas_data_mapperIdlLi0EEELi0ELb0EdNS,32,5,80,0.4
multi_object_tracker,unknown_tracker,_ZN5Eigen8internal29general_matrix_vector_productIldNS0_22const_blas_data_mapperIdlLi0EEELi0ELb0EdNS,32,14,224,0.14285714285714285
velocity_smoother,jerk_filtered_smoother,_ZNK8autoware17velocity_smoother20JerkFilteredSmoother23mergeFilteredTrajectoryEddddRKSt6vectorIN22a,32,15,301,0.10631229235880399
ekf_localizer,mahalanobis,_ZN5Eigen8internal21dense_assignment_loopINS0_41restricted_packet_dense_assignment_kernelINS0_9evalu,31,59,588,0.05272108843537415
multi_object_tracker,uncertainty_processor,_ZN5Eigen8internal21dense_assignment_loopINS0_41restricted_packet_dense_assignment_kernelINS0_9evalu,31,57,524,0.05916030534351145
map_based_prediction,utils,_ZN8autoware20map_based_prediction5utils26checkCloseLaneletConditionERKSt4pairIdN7lanelet7LaneletEER,30,10,260,0.11538461538461539
multi_object_tracker,association,_ZNK8autoware20multi_object_tracker15DataAssociation14calculateScoreERKNS0_5types13DynamicObjectEhS5,30,7,227,0.13215859030837004
multi_object_tracker,ctrv_motion_model,_ZNK5Eigen9DenseBaseINS_13CwiseBinaryOpINS_8internal13scalar_cmp_opIddLNS2_14ComparisonNameE0EEEKNS_,30,0,352,0.08522727272727272
multi_object_tracker,shapes,_ZN8autoware20multi_object_tracker6shapes8get2dIoUERKNS0_5types13DynamicObjectES5_d,30,10,384,0.078125
multi_object_tracker,shapes,_ZN8autoware20multi_object_tracker6shapes30convertConvexHullToBoundingBoxERKNS0_5types13DynamicObjec,30,1,95,0.3157894736842105
velocity_smoother,smoother_base,_ZNK8autoware17velocity_smoother12SmootherBase22applySteeringRateLimitERKSt6vectorIN22autoware_plann,30,50,942,0.03184713375796178
autonomous_emergency_braking,utils,_ZN8autoware6motion7control28autonomous_emergency_braking5utils37convertPolygonObjectToGeometryPolyg,29,15,252,0.11507936507936507
ndt_scan_matcher,multi_voxel_grid_covariance_omp,_ZN6pclomp24MultiVoxelGridCovarianceIN3pcl8PointXYZEE12apply_filterERKSt10shared_ptrIKNS1_10PointClo,29,20,404,0.07178217821782178
ndt_scan_matcher,multi_voxel_grid_covariance_omp,_ZN6pclomp24MultiVoxelGridCovarianceIN3pcl9PointXYZIEE12apply_filterERKSt10shared_ptrIKNS1_10PointCl,29,20,404,0.07178217821782178
velocity_smoother,l2_pseudo_jerk_smoother,_ZN8autoware17velocity_smoother20L2PseudoJerkSmoother5applyEddRKSt6vectorIN22autoware_planning_msgs3,29,105,1701,0.017048794826572605
velocity_smoother,resample,_ZN8autoware17velocity_smoother10resampling18resampleTrajectoryERKSt6vectorIN22autoware_planning_msg,29,34,931,0.031149301825993556
multi_object_tracker,ctrv_motion_model,_ZNK8autoware20multi_object_tracker15CTRVMotionModel16predictStateStepEdRNS0_20KalmanFilterTemplateI,28,0,208,0.1346153846153846
multi_object_tracker,shapes,_ZN8autoware20multi_object_tracker6shapes8get1dIoUERKNS0_5types13DynamicObjectES5_,28,0,64,0.4375
multi_object_tracker,uncertainty_processor,_ZN5Eigen8internal21dense_assignment_loopINS0_41restricted_packet_dense_assignment_kernelINS0_9evalu,28,57,524,0.05343511450381679
multi_object_tracker,uncertainty_processor,_ZN5Eigen8internal21dense_assignment_loopINS0_41restricted_packet_dense_assignment_kernelINS0_9evalu,28,57,508,0.05511811023622047
multi_object_tracker,unknown_tracker,_ZN5Eigen8internal21dense_assignment_loopINS0_41restricted_packet_dense_assignment_kernelINS0_9evalu,28,57,524,0.05343511450381679
map_based_prediction,predictor_vru,_ZN8autoware20map_based_prediction12PredictorVru37calcIntentionToCrossWithTrafficSignalERKN24autowar,27,12,498,0.05421686746987952
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay5equalINS2_9turn_infoINS0_5model2d28point_xyIdNS0_2cs9cartesianEEEN,27,6,246,0.10975609756097561
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail7overlay5equalINS2_9turn_infoIN5Eigen6MatrixIdLi2ELi1ELi0ELi2ELi1EEENS0_13s,27,9,304,0.08881578947368421
multi_object_tracker,bicycle_motion_model,_ZNK8autoware20multi_object_tracker18BicycleMotionModel17getPredictedStateERKN6rclcpp4TimeERN13geome,27,0,320,0.084375
multi_object_tracker,ctrv_motion_model,_ZN5Eigen8internal52copy_using_evaluator_DefaultTraversal_InnerUnrollingINS0_31generic_dense_assignm,27,1,312,0.08653846153846154
multi_object_tracker,ctrv_motion_model,_ZN5Eigen8internal52copy_using_evaluator_DefaultTraversal_InnerUnrollingINS0_31generic_dense_assignm,27,1,312,0.08653846153846154
multi_object_tracker,input_manager,_ZN8autoware20multi_object_tracker11InputStream18updateTimingStatusERKN6rclcpp4TimeES5_,27,10,494,0.05465587044534413
occupancy_grid_map_node,fusion_policy,_ZN8autoware18occupancy_grid_map13fusion_policy26singleFrameOccupancyFusionERKSt6vectorIhSaIhEENS1_1,27,2,106,0.25471698113207547
autonomous_emergency_braking,node,_ZN5boost8geometry6detail7overlay18collinear_oppositeINS2_9turn_infoIN23autoware_utils_geometry7Poin,26,8,328,0.07926829268292683
autonomous_emergency_braking,utils,_ZN23autoware_utils_geometry18is_driving_forwardIN13geometry_msgs3msg5Pose_ISaIvEEES5_EEbRKT_RKT0_,26,1,0,0.0
map_based_prediction,path_generator,_ZNK8autoware20map_based_prediction13PathGenerator28generatePathForCrosswalkUserERKN24autoware_perce,26,8,300,0.08666666666666667
multi_object_tracker,shapes,_ZN5boost8geometry6detail7overlay18collinear_oppositeINS2_19traversal_turn_infoIN23autoware_utils_ge,26,8,328,0.07926829268292683
multi_object_tracker,shapes,_ZN5boost8geometry6detail7overlay18collinear_oppositeINS2_9turn_infoIN23autoware_utils_geometry7Poin,26,8,328,0.07926829268292683
multi_object_tracker,vehicle_tracker,_ZNK8autoware20multi_object_tracker14VehicleTracker20calculateEdgeCentersERKNS0_5types13DynamicObjec,26,0,16,1.625
ndt_scan_matcher,estimate_covariance,_ZN6pclomp26adjust_diagonal_covarianceERKN5Eigen6MatrixIdLi2ELi2ELi0ELi2ELi2EEERKNS1_IfLi4ELi4ELi0EL,26,0,40,0.65
velocity_smoother,trajectory_utils,_ZN23autoware_utils_geometry18is_driving_forwardIN13geometry_msgs3msg5Pose_ISaIvEEES5_EEbRKT_RKT0_,26,1,0,0.0
autonomous_emergency_braking,node,_ZN8autoware6motion7control28autonomous_emergency_braking3AEB12onPointCloudESt10shared_ptrIKN11senso,25,48,1962,0.0127420998980632
map_based_prediction,utils,_ZN8autoware20map_based_prediction5utils37calcAbsYawDiffBetweenLaneletAndObjectERKN24autoware_percep,25,3,66,0.3787878787878788
multi_object_tracker,ctrv_motion_model,_ZN5Eigen8internal26call_dense_assignment_loopINS_6MatrixIdLi5ELi5ELi0ELi5ELi5EEENS_13CwiseBinaryOpI,25,0,640,0.0390625
map_based_prediction,map_based_prediction_node,_ZN8autoware20map_based_prediction22MapBasedPredictionNode16updateObjectDataERN24autoware_perception,24,0,54,0.4444444444444444
multi_object_tracker,bicycle_motion_model,_ZN5Eigen8internal21dense_assignment_loopINS0_31generic_dense_assignment_kernelINS0_9evaluatorINS_6M,24,0,544,0.04411764705882353
multi_object_tracker,ctrv_motion_model,_ZN5Eigen8internal21dense_assignment_loopINS0_31generic_dense_assignment_kernelINS0_9evaluatorINS_6M,24,0,480,0.05
multi_object_tracker,shapes,_ZNK5boost8geometry6detail7overlay21less_by_segment_ratioISt5dequeINS2_19traversal_turn_infoIN23auto,24,6,356,0.06741573033707865
multi_object_tracker,vehicle_tracker,_ZNK8autoware20multi_object_tracker14VehicleTracker20calculateAnchorPointERKNS1_13EdgeAlignmentERKNS,24,0,24,1.0
ndt_scan_matcher,multi_voxel_grid_covariance_omp,_ZN5Eigen22SelfAdjointEigenSolverINS_6MatrixIdLi3ELi3ELi0ELi3ELi3EEEE7computeIS2_EERS3_RKNS_9EigenBa,24,4,258,0.09302325581395349
shape_estimation,utils,_ZN5Eigen9JacobiSVDINS_6MatrixIdLi3ELi3ELi0ELi3ELi3EEELi2EE7computeERKS2_j,24,20,473,0.0507399577167019
map_based_prediction,path_generator,_ZNK8autoware20map_based_prediction13PathGenerator19calcLatCoefficientsERKNS0_11FrenetPointES4_d,23,0,64,0.359375
multi_object_tracker,odometry,_ZNK3tf29Matrix3x311getRotationERNS_10QuaternionE,23,2,168,0.13690476190476192
multi_object_tracker,uncertainty_processor,_ZN5Eigen8internal21dense_assignment_loopINS0_41restricted_packet_dense_assignment_kernelINS0_9evalu,23,49,460,0.05
ndt_scan_matcher,ndt_scan_matcher_core,_ZN8autoware16ndt_scan_matcher14NDTScanMatcher17count_oscillationERKSt6vectorIN13geometry_msgs3msg5P,23,8,88,0.26136363636363635
velocity_smoother,analytical_jerk_constrained_smoother,_ZNK3tf29Matrix3x311getRotationERNS_10QuaternionE,23,2,168,0.13690476190476192
velocity_smoother,trajectory_utils,_ZNK3tf29Matrix3x311getRotationERNS_10QuaternionE,23,2,168,0.13690476190476192
ekf_localizer,mahalanobis,_ZN5Eigen8internal26outer_product_selector_runINS_5BlockINS_3RefINS_6MatrixIdLin1ELin1ELi0ELin1ELin1,22,38,276,0.07971014492753623
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail12sectionalize17sectionalize_partINS0_5model2d28point_xyIdNS0_2cs9cartesian,22,25,454,0.048458149779735685
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail12sectionalize17sectionalize_partIN5Eigen6MatrixIdLi2ELi1ELi0ELi2ELi1EEENS_,22,29,534,0.04119850187265917
map_based_prediction,predictor_vru,_ZNK5boost8geometry8strategy12intersection18cartesian_segmentsIvE25segment_intersection_infoIdNS0_13,22,4,176,0.125
map_based_prediction,predictor_vru,_ZNK5boost8geometry8strategy12intersection18cartesian_segmentsIvE25segment_intersection_infoIdNS0_13,22,4,176,0.125
multi_object_tracker,tracker_base,_ZNK8autoware20multi_object_tracker7Tracker9isExpiredERKN6rclcpp4TimeERKNS0_22AdaptiveThresholdCache,22,1,134,0.16417910447761194
multi_object_tracker,unstable_shape_filter,_ZN8autoware20multi_object_tracker19UnstableShapeFilter23processNoisyMeasurementERKNS0_5types13Dynam,22,2,120,0.18333333333333332
velocity_smoother,linf_pseudo_jerk_smoother,_ZN8autoware17velocity_smoother22LinfPseudoJerkSmoother5applyEddRKSt6vectorIN22autoware_planning_msg,22,104,1616,0.013613861386138614
ekf_localizer,mahalanobis,_ZN8autoware13ekf_localizer19squared_mahalanobisERKN5Eigen6MatrixIdLin1ELi1ELi0ELin1ELi1EEES5_RKNS2_,21,14,256,0.08203125
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail14direction_codeINS0_13cartesian_tagENS0_5model2d28point_xyIdNS0_2cs9cartes,21,0,48,0.4375
map_based_prediction,predictor_vru,_ZN5boost8geometry6detail14direction_codeINS0_13cartesian_tagEN5Eigen6MatrixIdLi2ELi1ELi0ELi2ELi1EEE,21,0,48,0.4375
multi_object_tracker,bicycle_motion_model,_ZN8autoware20multi_object_tracker18BicycleMotionModel11limitStatesEv,21,1,108,0.19444444444444445
multi_object_tracker,processor,_ZN8autoware20multi_object_tracker16TrackerProcessor22mergeOverlappedTrackerERKN6rclcpp4TimeE,21,71,1986,0.010574018126888218
multi_object_tracker,uncertainty_processor,_ZN5Eigen8internal21dense_assignment_loopINS0_41restricted_packet_dense_assignment_kernelINS0_9evalu,21,21,160,0.13125
shape_estimation,shape_estimation_node,_ZN8autoware16shape_estimation19ShapeEstimationNode8callbackESt10shared_ptrIKN21tier4_perception_msg,21,31,1257,0.016706443914081145
